"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x63794948","x1206599694148878337",2019-12-16 15:39:19,"TraffordCouncil","A taxi driver has been prosecuted after our licensing enforcement team caught them driving without valid insurance.  

https://t.co/Ye3EJ6CJdQ","Twitter Web App",142,,,,FALSE,FALSE,3,2,,,,,"trafford.gov.uk/residents/news…","https://t.co/Ye3EJ6CJdQ","http://www.trafford.gov.uk/residents/news/articles/2019/20191216-Taxi-driver-prosecuted-after-Trafford-Council-enforcement-operation.aspx",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/TraffordCouncil/status/1206599694148878337","Trafford Council","Trafford, Greater Manchester","Official TMBC Twitter page. Monitored Mon-Fri 9am-5pm. Report Faults/issues on
https://t.co/VnRA5bXOG4
https://t.co/yi4oMm5KlR
https://t.co/rgFJhFUe21","https://t.co/R5RUz0Bm3s",FALSE,19888,708,289,18143,2047,2009-08-07 18:33:13,TRUE,"https://t.co/R5RUz0Bm3s","http://www.trafford.gov.uk",,"https://pbs.twimg.com/profile_banners/63794948/1573642283","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1201536714013052928/zqW4k-a7_normal.jpg"
"x63794948","x1206596066931625985",2019-12-16 15:24:54,"TraffordCouncil","Don’t keep your Christmas presents on show in your car. Keep yourself and your belongings safe, take our advice #GMPChristmas https://t.co/qgVjFt0ekz","Twitter Web App",140,,,,FALSE,TRUE,0,5,,,"GMPChristmas",,,,,,,,,,,,,"x21857067","gmpolice","en",,,,,,,,,,,,,,,,"x1206567392475860993","Don’t keep your Christmas presents on show in your car. Keep yourself and your belongings safe, take our advice #GMPChristmas https://t.co/qgVjFt0ekz",2019-12-16 13:30:57,"CrowdControlHQ",14,5,"x21857067","gmpolice","Greater Manchester Police",588440,585,52751,"Greater Manchester","Greater Manchester Police's feed is monitored Mon-Fri but is not for reporting crimes. Emergency: call 999. Non-Emergency: call 101.",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/TraffordCouncil/status/1206596066931625985","Trafford Council","Trafford, Greater Manchester","Official TMBC Twitter page. Monitored Mon-Fri 9am-5pm. Report Faults/issues on
https://t.co/VnRA5bXOG4
https://t.co/yi4oMm5KlR
https://t.co/rgFJhFUe21","https://t.co/R5RUz0Bm3s",FALSE,19888,708,289,18143,2047,2009-08-07 18:33:13,TRUE,"https://t.co/R5RUz0Bm3s","http://www.trafford.gov.uk",,"https://pbs.twimg.com/profile_banners/63794948/1573642283","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1201536714013052928/zqW4k-a7_normal.jpg"
"x63794948","x1206595980390518785",2019-12-16 15:24:33,"TraffordCouncil","Looking for a new challenge in 2020? 🎇
You can apply to any of our Undergraduate or CertHE courses and start learning in January! Find out more about our Business, Media and Sports courses and apply now 👉https://t.co/MWFx03LLa6
#NewYearNewMe #MondayMotivation https://t.co/IqVHhYwSiS","Twitter Web App",140,,,,FALSE,TRUE,0,7,,,,,,,,,,,,,,,,"x903292948959428610","UA92MCR","en",,,,,,,,,,,,,,,,"x1206594852399538181","Looking for a new challenge in 2020? 🎇
You can apply to any of our Undergraduate or CertHE courses and start learning in January! Find out more about our Business, Media and Sports courses and apply now 👉https://t.co/MWFx03LLa6
#NewYearNewMe #MondayMotivation https://t.co/IqVHhYwSiS",2019-12-16 15:20:04,"Sprout Social",4,7,"x903292948959428610","UA92MCR","UA92",5244,296,1815,"Manchester, England","University Academy 92 is a game-changing higher education offer at a new campus in Manchester, with degrees awarded by @LancasterUni. Apply now for this Jan👇",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/TraffordCouncil/status/1206595980390518785","Trafford Council","Trafford, Greater Manchester","Official TMBC Twitter page. Monitored Mon-Fri 9am-5pm. Report Faults/issues on
https://t.co/VnRA5bXOG4
https://t.co/yi4oMm5KlR
https://t.co/rgFJhFUe21","https://t.co/R5RUz0Bm3s",FALSE,19888,708,289,18143,2047,2009-08-07 18:33:13,TRUE,"https://t.co/R5RUz0Bm3s","http://www.trafford.gov.uk",,"https://pbs.twimg.com/profile_banners/63794948/1573642283","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1201536714013052928/zqW4k-a7_normal.jpg"
"x63794948","x1206576055613558784",2019-12-16 14:05:23,"TraffordCouncil","Please see the Christmas opening times for Access Trafford during the festive period. If you need to report anything during the closure times listed below please use the following link https://t.co/mN0LIOGCvt https://t.co/dfIwzhv0yF","Hootsuite Inc.",208,,,,FALSE,FALSE,0,3,,,,,"bit.ly/2HPjjuy","https://t.co/mN0LIOGCvt","https://bit.ly/2HPjjuy","http://pbs.twimg.com/media/EL6ehzxWwAIAczB.jpg","https://t.co/dfIwzhv0yF","https://twitter.com/TraffordCouncil/status/1206576055613558784/photo/1","photo","http://pbs.twimg.com/media/EL6ehzxWwAIAczB.jpg","https://t.co/dfIwzhv0yF","https://twitter.com/TraffordCouncil/status/1206576055613558784/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/TraffordCouncil/status/1206576055613558784","Trafford Council","Trafford, Greater Manchester","Official TMBC Twitter page. Monitored Mon-Fri 9am-5pm. Report Faults/issues on
https://t.co/VnRA5bXOG4
https://t.co/yi4oMm5KlR
https://t.co/rgFJhFUe21","https://t.co/R5RUz0Bm3s",FALSE,19888,708,289,18143,2047,2009-08-07 18:33:13,TRUE,"https://t.co/R5RUz0Bm3s","http://www.trafford.gov.uk",,"https://pbs.twimg.com/profile_banners/63794948/1573642283","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1201536714013052928/zqW4k-a7_normal.jpg"
"x63794948","x1206540776714489863",2019-12-16 11:45:12,"TraffordCouncil","Having your work party in Manchester City Centre? 🎉 

Stay a little later and get home safely with Metrolink 🚊 

With more frequent, later-running trams until Sunday 22 Dec you can enjoy a bit more Christmas cheer! 

https://t.co/jbZkKgHMrm https://t.co/401dFCO8o7","Hootsuite Inc.",240,,,,FALSE,FALSE,0,3,,,,,"ow.ly/I68P50xnLNb","https://t.co/jbZkKgHMrm","http://ow.ly/I68P50xnLNb","http://pbs.twimg.com/media/EL5-cPQXsAAsaZc.jpg","https://t.co/401dFCO8o7","https://twitter.com/TraffordCouncil/status/1206540776714489863/photo/1","photo","http://pbs.twimg.com/media/EL5-cPQXsAAsaZc.jpg","https://t.co/401dFCO8o7","https://twitter.com/TraffordCouncil/status/1206540776714489863/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/TraffordCouncil/status/1206540776714489863","Trafford Council","Trafford, Greater Manchester","Official TMBC Twitter page. Monitored Mon-Fri 9am-5pm. Report Faults/issues on
https://t.co/VnRA5bXOG4
https://t.co/yi4oMm5KlR
https://t.co/rgFJhFUe21","https://t.co/R5RUz0Bm3s",FALSE,19888,708,289,18143,2047,2009-08-07 18:33:13,TRUE,"https://t.co/R5RUz0Bm3s","http://www.trafford.gov.uk",,"https://pbs.twimg.com/profile_banners/63794948/1573642283","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1201536714013052928/zqW4k-a7_normal.jpg"
"x63794948","x1206536148941754369",2019-12-16 11:26:48,"TraffordCouncil","Pupils @AcreHall design #Xmas cards launching #UrmstonActiveNeighbourhood #walking &amp; #cycling scheme in #Trafford. Look out for for your card invite in the post to launch event on Thurs 23 Jan, 2020, 7-9pm https://t.co/gAgHMCS6uR @SteveAdshead  @TraffordCouncil @OfficialTfGM https://t.co/3GSw3DwUyz","Twitter Web App",144,,,,FALSE,TRUE,0,6,,,"Xmas UrmstonActiveNeighbourhood walking cycling Trafford",,,,,,,,,,,,,"x4706367261 x2999658677","OneTrafford AcreHall","en",,,,,,,,,,,,,,,,"x1206530762738151424","Pupils @AcreHall design #Xmas cards launching #UrmstonActiveNeighbourhood #walking &amp; #cycling scheme in #Trafford. Look out for for your card invite in the post to launch event on Thurs 23 Jan, 2020, 7-9pm https://t.co/gAgHMCS6uR @SteveAdshead  @TraffordCouncil @OfficialTfGM https://t.co/3GSw3DwUyz",2019-12-16 11:05:24,"Twitter Web App",10,6,"x4706367261","OneTrafford","One Trafford",2740,431,6215,"","Official page of the One Trafford Partnership. This page is monitored Mon-Fri, 9am-5pm. To report a service request, please visit https://t.co/HA41sK5Xvd",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/TraffordCouncil/status/1206536148941754369","Trafford Council","Trafford, Greater Manchester","Official TMBC Twitter page. Monitored Mon-Fri 9am-5pm. Report Faults/issues on
https://t.co/VnRA5bXOG4
https://t.co/yi4oMm5KlR
https://t.co/rgFJhFUe21","https://t.co/R5RUz0Bm3s",FALSE,19888,708,289,18143,2047,2009-08-07 18:33:13,TRUE,"https://t.co/R5RUz0Bm3s","http://www.trafford.gov.uk",,"https://pbs.twimg.com/profile_banners/63794948/1573642283","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1201536714013052928/zqW4k-a7_normal.jpg"
"x63794948","x1206500261210009601",2019-12-16 09:04:12,"TraffordCouncil","Keep your house and belongings safe over the Christmas period, take our advice #GMPChristmas #LookAfterYoursELF https://t.co/ScVZZNSikN","Twitter Web App",140,,,,FALSE,TRUE,0,10,,,"GMPChristmas LookAfterYoursELF",,,,,,,,,,,,,"x21857067","gmpolice","en",,,,,,,,,,,,,,,,"x1206182606276038658","Keep your house and belongings safe over the Christmas period, take our advice #GMPChristmas #LookAfterYoursELF https://t.co/ScVZZNSikN",2019-12-15 12:01:57,"CrowdControlHQ",12,10,"x21857067","gmpolice","Greater Manchester Police",588440,585,52751,"Greater Manchester","Greater Manchester Police's feed is monitored Mon-Fri but is not for reporting crimes. Emergency: call 999. Non-Emergency: call 101.",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/TraffordCouncil/status/1206500261210009601","Trafford Council","Trafford, Greater Manchester","Official TMBC Twitter page. Monitored Mon-Fri 9am-5pm. Report Faults/issues on
https://t.co/VnRA5bXOG4
https://t.co/yi4oMm5KlR
https://t.co/rgFJhFUe21","https://t.co/R5RUz0Bm3s",FALSE,19888,708,289,18143,2047,2009-08-07 18:33:13,TRUE,"https://t.co/R5RUz0Bm3s","http://www.trafford.gov.uk",,"https://pbs.twimg.com/profile_banners/63794948/1573642283","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1201536714013052928/zqW4k-a7_normal.jpg"
"x63794948","x1206498033971712000",2019-12-16 08:55:21,"TraffordCouncil","@JohnAsh75 Hi Ash, please can you let @OneTrafford know where this is so they can look into it for you. Thanks","Twitter Web App",99,"x1206303368714637313","x53737047","JohnAsh75",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x53737047 x4706367261","JohnAsh75 OneTrafford","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/TraffordCouncil/status/1206498033971712000","Trafford Council","Trafford, Greater Manchester","Official TMBC Twitter page. Monitored Mon-Fri 9am-5pm. Report Faults/issues on
https://t.co/VnRA5bXOG4
https://t.co/yi4oMm5KlR
https://t.co/rgFJhFUe21","https://t.co/R5RUz0Bm3s",FALSE,19888,708,289,18143,2047,2009-08-07 18:33:13,TRUE,"https://t.co/R5RUz0Bm3s","http://www.trafford.gov.uk",,"https://pbs.twimg.com/profile_banners/63794948/1573642283","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1201536714013052928/zqW4k-a7_normal.jpg"
"x63794948","x1206148171820388352",2019-12-15 09:45:07,"TraffordCouncil","A lot of Santa’s elves buy their gifts online, but don’t fall victim to fraudsters over the Christmas period. Take our advice, watch the video below #GMPChristmas  #LookAfterYoursELF

https://t.co/4xYkMy2oNq","Hootsuite Inc.",207,,,,FALSE,FALSE,0,0,,,"GMPChristmas LookAfterYoursELF",,"youtu.be/f1x9011CWuQ","https://t.co/4xYkMy2oNq","https://youtu.be/f1x9011CWuQ",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/TraffordCouncil/status/1206148171820388352","Trafford Council","Trafford, Greater Manchester","Official TMBC Twitter page. Monitored Mon-Fri 9am-5pm. Report Faults/issues on
https://t.co/VnRA5bXOG4
https://t.co/yi4oMm5KlR
https://t.co/rgFJhFUe21","https://t.co/R5RUz0Bm3s",FALSE,19888,708,289,18143,2047,2009-08-07 18:33:13,TRUE,"https://t.co/R5RUz0Bm3s","http://www.trafford.gov.uk",,"https://pbs.twimg.com/profile_banners/63794948/1573642283","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1201536714013052928/zqW4k-a7_normal.jpg"
"x63794948","x1205529157310046208",2019-12-13 16:45:23,"TraffordCouncil","Shopping? Celebrating? Working?

Whatever your reasons, make the most of Metrolink this festive season!

There are more frequent, later trams until 22 Dec. So, there's no need to rush. 

Plan your journey on the TfGM website: https://t.co/jbZkKgHMrm https://t.co/u45ES2kEHH","Hootsuite Inc.",249,,,,FALSE,FALSE,0,2,,,,,"ow.ly/I68P50xnLNb","https://t.co/jbZkKgHMrm","http://ow.ly/I68P50xnLNb","http://pbs.twimg.com/media/ELrmYReWkAEH0zE.jpg","https://t.co/u45ES2kEHH","https://twitter.com/TraffordCouncil/status/1205529157310046208/photo/1","photo","http://pbs.twimg.com/media/ELrmYReWkAEH0zE.jpg","https://t.co/u45ES2kEHH","https://twitter.com/TraffordCouncil/status/1205529157310046208/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/TraffordCouncil/status/1205529157310046208","Trafford Council","Trafford, Greater Manchester","Official TMBC Twitter page. Monitored Mon-Fri 9am-5pm. Report Faults/issues on
https://t.co/VnRA5bXOG4
https://t.co/yi4oMm5KlR
https://t.co/rgFJhFUe21","https://t.co/R5RUz0Bm3s",FALSE,19888,708,289,18143,2047,2009-08-07 18:33:13,TRUE,"https://t.co/R5RUz0Bm3s","http://www.trafford.gov.uk",,"https://pbs.twimg.com/profile_banners/63794948/1573642283","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1201536714013052928/zqW4k-a7_normal.jpg"
